Respondent ID,Respondent's gender,Respondent's age,Respondent's marital status,What province does the respondent live?,Name of city / town / growth point,Name of area/ suburb/village,Can you read and write?,What is your highest level of education?,Are you employed?,Mining,Retail,Civil service,Transport,Manufacturing,Tourism,NGOs,Local Government,Vending,Cross border trading,Tuck shop owner,Stationary shop owner,Flea market / bale shop,Canteen shop,Hair-dresser,Beads and ware making,Other (please specify),What best describes ﻿your accommodation agreement?,How can you describe your type of accommodation?,Which bracket can you place your monthly income given your earnings in the past 3 months?,"Have you ever been a part of a policy formulation process? (Eg. National budget consultative meeting, Parliamentary Portfolio Committee Public Outreach)",Budget approval,Discussions on performance of local authority,Discussions on performance of central government,Consultations on service delivery,COVID-19 national response,Consultations on the Transitional Stabilisation Program,Consultations on Vision 2030,Consultations on the National Development Strategy 1,Other (please specify),Do you think there is adequate scope / room for you to make an input towards public policy processes?,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,Discussions on performance of central government,COVID-19 national response,Development of national processes,Other,Do you know about the National Development Strategy 1: 2021-2025 (NDS1)?,None of the above,Economic Growth and stability,"Transport, Infrastructure and Utilities",Governance,Moving the Economy up the Value Chain and Structural Transformation,Housing Delivery,Devolution,Health and Well-being,Human Capital Development,"Environmental Protection,Climate Resilience and Natural Resource Management",Food Security and Nutrition,Image Building and International Engagement and Re-engagement,Social Protection,Digital Economy,"Youth, Sport and Culture",All of the mentioned priority areas below,Other (please specify),Did you participate or make an input into the content of the NDS1?,Do you know about Vision 2030?,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",Did you participate or make an input into the content of Vision 2030?,Did you vote in the last general elections,Do you know your current Ward Councillor?,Clean water provision,Garbage disposal,Housing,Road network maintenance,Health care,Employment creation,Electricity,Education,Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,Regular road network maintenance,Functioning and well equipped clinics,Jobs,Improved provision of Education,Vocational training opportunities,Street light  installation and maintenance,Sewer reticulation,Other (please specify),Incompetence by office holders,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,Other (please specify),How would you rank overall local council performance since election so far?,Do you know your current Member of Parliament,Do you know your current Senator?,How would you rank overall Government performance since elections?,Provision / Creation of jobs - Rating,Stability of prices - Rating,Health care delivery - Rating,Education delivery - Rating,Nation building - Rating,Infrastructure development - Rating,Does government have adequate resources to implement or address these issues?,Limited financial resources,Corruption,Sanctions,Lack of political will,Incompetence,Ineffective leadership,Lack of integrity,External political pressures,Other (please specify),Stabilising prices,Fixing cash shortages,Creating employment,Dealing with corruption,Improved infrastructure,Re-engagement with the international community,Working together with other political parties,Resuscitating industry,Improved health service delivery,Improved education provision,Ensuring food security,Affordable housing and stands,Improved local government service provision,Other (please specify),Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,Many of us have our own homes,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,Other (please specify),Are there any other issues you feel should be addressed?
13077396904,Female,56 - 65,Married,Manicaland,Mutare,Garikai,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),,Garbage disposal,Affordable Housing / Stands,,,,,,,Sewer reticulation,,,Corruption,,,Lack of appropriate oversight by residents,,,Low,Yes,Yes,Low,Medium,Medium,Low,Low,Low,Medium,Yes,,Corruption,,,Incompetence,,Lack of integrity,,,Stabilising prices,,,,,,,,,,Ensuring food security,Affordable housing and stands,,,Many of us in well paying jobs (family / friends),,Many of us have our own homes,,,Industries are open and exporting,,,,,,N/A
13077384688,Male,18 - 25,Never Married,Bulawayo,Bulawayo,lobengula,Yes,Secondary school,Yes,,,,Transport,,,,,,,,,,,,,,Rental,Flat,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),,,,,Functioning and well equipped clinics,,,,Street light  installation and maintenance,Sewer reticulation,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,No,No,Low,Low,Low,Medium,Medium,Low,Medium,Yes,,Corruption,,Lack of political will,,Ineffective leadership,,,,,,,,Improved infrastructure,,,Resuscitating industry,Improved health service delivery,,,,,,Many of us in well paying jobs (family / friends),,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,effective government services
13077385126,Male,18 - 25,Married,Bulawayo,Bulawayo ,Cowdray Park ,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,Inclusive Growth,Infrastructural Development,Social Development,,,,,No,No,Yes,Decreased (bad),Decreased (bad),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Regular supply of clean water,Garbage disposal,,,,,,,,Sewer reticulation,,,Corruption,,,Lack of appropriate oversight by residents,Inadequate resources,,Low,Yes,No,Low,Low,Low,Low,Medium,Low,Low,Yes,Limited financial resources,Corruption,,,,Ineffective leadership,,,,Stabilising prices,Fixing cash shortages,,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,We are food secure (3 meals a day),,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Low boarder duties
13077365302,Male,18 - 25,Never Married,Bulawayo,Bulawayo,nketa ,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,Yes,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),Decreased (bad),Remained the same (fair),Remained the same (fair),,,Affordable Housing / Stands,,,,,Vocational training opportunities,Street light  installation and maintenance,,,Incompetence by office holders,,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Low,Yes,No,Low,Low,Medium,Medium,Medium,Medium,Medium,Yes,Limited financial resources,Corruption,Sanctions,,,,,,,,Fixing cash shortages,,,,Re-engagement with the international community,,,Improved health service delivery,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,our own strong local currency
13077365737,Female,26 - 35,Never Married,Bulawayo,Bulawayo ,Selbourn Park,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,Inclusive Growth,Infrastructural Development,,,,,"Sport, Recreation, Arts and Culture",Yes,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),,Garbage disposal,,Regular road network maintenance,,,,,,Sewer reticulation,,,Corruption,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Medium,Yes,No,Low,Low,Low,Medium,Medium,Low,Low,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,Stabilising prices,Fixing cash shortages,Creating employment,,,,,,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Corrupt government officials 
13077321665,Male,56 - 65,Married,Matabeleland North,Binga,Siachilaba Gasa,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$101-$200,No,,,,,,,,,,Yes,,,,,,,Other,Yes,,Economic Growth and stability,,,,,,Health and Well-being,Human Capital Development,,,,,,,,,No,Yes,,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,,,,,,No,Yes,No,Decreased (bad),Non-existent (very bad),Non-existent (very bad),Decreased (bad),Decreased (bad),Non-existent (very bad),Decreased (bad),Remained the same (fair),,Garbage disposal,,,,,,Vocational training opportunities,,Sewer reticulation,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Medium,No,No,Medium,Low,Low,High,Medium,Medium,High,Yes,Limited financial resources,,Sanctions,,,,,External political pressures,,,,,,,,Working together with other political parties,Resuscitating industry,,,Ensuring food security,,,,,,,We are food secure (3 meals a day),,Industries are open and exporting,,,Political parties are not insulting each other but are working together.,,,Unity government
13077346194,Female,36 - 45,Separated,Bulawayo,Bulawayo,Luveve,Yes,Secondary school,Yes,,,,,,,,,,,,,,,Hair-dresser,,,Living with family or friends,Full house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,,,,,"Sport, Recreation, Arts and Culture",No,Yes,Yes,Decreased (bad),Decreased (bad),Remained the same (fair),Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Moderately improved (good),Regular supply of clean water,Garbage disposal,,,Functioning and well equipped clinics,,,,,,,Incompetence by office holders,Corruption,,,Lack of appropriate oversight by residents,,,Medium,Yes,No,Medium,Low,Low,Medium,Medium,Medium,Medium,No,,Corruption,,,Incompetence,Ineffective leadership,,,,,Fixing cash shortages,,Dealing with corruption,,,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,transport and energy
13077346117,Female,36 - 45,Married,Bulawayo,Bulawayo ,Luveve ,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,,Living with family or friends,Full house,US$201-$500,No,,,,,,,,,,No,,,,,,,,Yes,,Economic Growth and stability,,,,,,,,"Environmental Protection,Climate Resilience and Natural Resource Management",,,,Digital Economy,,,,No,Yes,,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,,,,,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),,Garbage disposal,,,,,,,Street light  installation and maintenance,Sewer reticulation,,,Corruption,,Lack of appropriate oversight by Councillors,,Inadequate resources,,Medium,Yes,Yes,Medium,Medium,Medium,Medium,High,Medium,Low,No,Limited financial resources,Corruption,Sanctions,,,,,,,Stabilising prices,,Creating employment,,,,,,Improved health service delivery,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,None 
13077285600,Male,36 - 45,Married,Matabeleland North,Binga,Siachilaba Gasa,Yes,Tertiary education,Yes,,,,,,,NGOs,,,,,,,,,,,Rental,Full house,US$501-$1000,No,,,,,,,,,,Yes,,,,,COVID-19 national response,Development of national processes,,Yes,,Economic Growth and stability,,,,,,,,,Food Security and Nutrition,,,,,,,No,Yes,,,Inclusive Growth,Infrastructural Development,,,,,,No,Yes,Yes,Remained the same (fair),Decreased (bad),Decreased (bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),,,,Regular road network maintenance,,,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,,,,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,,Ineffective leadership,,,,Stabilising prices,,,Dealing with corruption,,,,,,,,Affordable housing and stands,,,Many of us in well paying jobs (family / friends),,,,,Industries are open and exporting,,,,,,
13077338406,Male,36 - 45,Married,Bulawayo,Bulawayo,Lobengula ,Yes,Secondary school,Yes,,,,Transport,,,,,,,,,,,,,,Rental,Cottage,US$501-$1000,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,Governance Pillar,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Non-existent (very bad),Remained the same (fair),Moderately improved (good),,Garbage disposal,Affordable Housing / Stands,Regular road network maintenance,,,,,,,,Incompetence by office holders,Corruption,,,,Inadequate resources,,Low,Yes,Yes,Low,Low,Low,Medium,Medium,Medium,Medium,No,Limited financial resources,,,,,Ineffective leadership,Lack of integrity,,,,Fixing cash shortages,,Dealing with corruption,,,,,,,,Affordable housing and stands,,,,Stable and affordable prices of goods,Many of us have our own homes,,Corrupt elements are put in prison,,,,,,,No
13077324224,Male,26 - 35,Never Married,Bulawayo,Bulawayo ,Queen’s Park ,Yes,Secondary school,Yes,Mining,,,,,,,,,,,,,,,,,Living with family or friends,Cottage,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,,,,,,"Sport, Recreation, Arts and Culture",No,No,No,Remained the same (fair),Decreased (bad),Decreased (bad),Non-existent (very bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Remained the same (fair),,,Affordable Housing / Stands,Regular road network maintenance,,Jobs,,,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Low,No,No,Low,Low,Low,High,High,Low,Low,No,,Corruption,,,Incompetence,Ineffective leadership,,,,,,,,Improved infrastructure,Re-engagement with the international community,,,,,,Affordable housing and stands,,,Many of us in well paying jobs (family / friends),,Many of us have our own homes,,Corrupt elements are put in prison,,,,,,,No
13077258966,Female,26 - 35,Married,Matabeleland North,Binga,Siachilaba Gasa,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,Yes,,,Discussions on performance of local authorities,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,No,Remained the same (fair),Non-existent (very bad),Decreased (bad),Decreased (bad),Remained the same (fair),Non-existent (very bad),Decreased (bad),Remained the same (fair),Regular supply of clean water,,,,Functioning and well equipped clinics,,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,,Lack of appropriate oversight by residents,,,Low,No,No,Low,Low,Low,Medium,Medium,Medium,Medium,Yes,,Corruption,,,Incompetence,,Lack of integrity,,,,Fixing cash shortages,Creating employment,,,,,Resuscitating industry,,,,,,,Many of us in well paying jobs (family / friends),,,We are food secure (3 meals a day),,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,yes  
13077290452,Female,36 - 45,Separated,Bulawayo,Bulawayo ,Cowdraypark ,Yes,Secondary school,Yes,,,,,,,,,,,,,,,Hair-dresser,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,No,Remained the same (fair),Non-existent (very bad),Decreased (bad),Remained the same (fair),Remained the same (fair),Decreased (bad),Remained the same (fair),Remained the same (fair),,Garbage disposal,Affordable Housing / Stands,,,,,Vocational training opportunities,,,,,Corruption,,Lack of appropriate oversight by Councillors,,Inadequate resources,,Low,No,No,Low,Low,Low,Medium,Medium,Low,Low,No,Limited financial resources,Corruption,,,,Ineffective leadership,,,,,,Creating employment,Dealing with corruption,,,,,,,,Affordable housing and stands,,,Many of us in well paying jobs (family / friends),,Many of us have our own homes,,Corrupt elements are put in prison,,,,,,,No
13077273689,Female,56 - 65,Widowed,Bulawayo,Bulawayo ,Njube,Yes,Primary school,Yes,,,,,,,,,,,,,Flea market / bale shop,,,Beads and ware making,,Rental,Room(s) in a house,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,,,"Micro, Small and Medium Enterprises",,Gender Equality and Women Empowerment,,No,Yes,Yes,Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Moderately improved (good),,,Affordable Housing / Stands,,,Jobs,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,,,Inadequate resources,,Low,No,No,Low,Low,Low,Medium,Medium,Low,Low,No,Limited financial resources,Corruption,,,,Ineffective leadership,,,,,Fixing cash shortages,Creating employment,,,,,,,,,Affordable housing and stands,,,Many of us in well paying jobs (family / friends),,Many of us have our own homes,,Corrupt elements are put in prison,,,,,,,No
13077235476,Male,26 - 35,Married,Mashonaland East,Seke,Dema,Yes,Secondary school,Yes,,,,,,,,,,,Tuck shop owner,,,,,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,No,Remained the same (fair),Non-existent (very bad),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),,,Affordable Housing / Stands,Regular road network maintenance,,,Improved provision of Education,,,,,,Corruption,,,,,,Medium,No,No,Low,Low,Medium,Low,Low,Low,Medium,No,Limited financial resources,Corruption,,,,,,,,Stabilising prices,,,Dealing with corruption,,,,,,,,,Improved local government service provision,,,,Many of us have our own homes,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,We need hospitals/clinics near our homes because they are very far...  There is need to stabilize prices..
13077237386,Female,36 - 45,Married,Manicaland,Mutasa,Honde valley,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,No,Moderately improved (good),Moderately improved (good),Remained the same (fair),Non-existent (very bad),Decreased (bad),Non-existent (very bad),Remained the same (fair),Remained the same (fair),Regular supply of clean water,Garbage disposal,,Regular road network maintenance,,,,,,,,,Corruption,,Lack of appropriate oversight by Councillors,,,,Low,Yes,No,Low,Low,Medium,Medium,Low,Low,Low,No,Limited financial resources,,Sanctions,,,,,,,,Fixing cash shortages,,Dealing with corruption,,,,,Improved health service delivery,,,,,,,,Many of us have our own homes,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Civil servants salary increase
13077166302,Male,36 - 45,Married,Matabeleland North,Binga,Nkalange,Yes,Tertiary education,Yes,,,Civil service,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,No,,,,,,,,Yes,,,"Transport, Infrastructure and Utilities",,,,,Health and Well-being,,,Food Security and Nutrition,,,,,,,No,Yes,,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,,,,Youth Development,,,No,Yes,Yes,Decreased (bad),Non-existent (very bad),Remained the same (fair),Decreased (bad),Decreased (bad),Non-existent (very bad),Decreased (bad),Remained the same (fair),Regular supply of clean water,,,,Functioning and well equipped clinics,,,Vocational training opportunities,,,,,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,,,,Medium,No,No,Low,High,Low,Medium,Medium,Low,Low,Yes,,Corruption,,Lack of political will,,,Lack of integrity,,,,,,,Improved infrastructure,,,Resuscitating industry,Improved health service delivery,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Yes
13077209899,Male,26 - 35,Never Married,Matabeleland North,Binga,Siachilaba Gasa,No,Primary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Hut,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,No,Non-existent (very bad),Decreased (bad),Decreased (bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Regular supply of clean water,Garbage disposal,,,,,Improved provision of Education,,,,,,Corruption,,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Low,No,No,Low,Low,Low,Low,Low,Low,Medium,Yes,Limited financial resources,Corruption,Sanctions,,,,,,,,,Creating employment,Dealing with corruption,,,,Resuscitating industry,,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,
13077192761,Female,36 - 45,Separated,Masvingo,Masvingo,village 1,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Moderately improved (good),Decreased (bad),Remained the same (fair),Remained the same (fair),Moderately improved (good),Remained the same (fair),,,Affordable Housing / Stands,,Functioning and well equipped clinics,Jobs,,,,,,Incompetence by office holders,Corruption,,,,Inadequate resources,,Medium,No,Yes,Medium,Low,Medium,Medium,Low,Low,Medium,Yes,,Corruption,,Lack of political will,,Ineffective leadership,,,,,,Creating employment,Dealing with corruption,,,,,Improved health service delivery,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,no
13077154642,Female,26 - 35,Married,Matabeleland North,Binga,Siachilaba Nkalange,Yes,Secondary school,Yes,,,Civil service,,,,,,,,,,,,,,,Living with family or friends,Hut,US$101-$200,Yes,,,,,COVID-19 national response,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,Social Development,,,Gender Equality and Women Empowerment,,No,No,Yes,Decreased (bad),Non-existent (very bad),Remained the same (fair),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),Non-existent (very bad),,Garbage disposal,,,,,,Vocational training opportunities,,Sewer reticulation,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,No,Yes,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,,Ineffective leadership,,,,,,Creating employment,Dealing with corruption,,,,,Improved health service delivery,,,,,,Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,,,,Industries are open and exporting,,,,,,Government must provide jobs for citizens 
13077090230,Female,36 - 45,Never Married,Matabeleland North,Binga,Siachilaba Nkalange,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Youth Development,Gender Equality and Women Empowerment,,No,No,No,Remained the same (fair),Decreased (bad),Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Remained the same (fair),,,,,,Jobs,Improved provision of Education,Vocational training opportunities,,,,,Corruption,,Lack of appropriate oversight by Councillors,,Inadequate resources,,Medium,Yes,Yes,Medium,Low,Medium,Medium,Medium,Medium,Medium,Yes,,Corruption,Sanctions,,,Ineffective leadership,,,,,,,Dealing with corruption,,,,,Improved health service delivery,,Ensuring food security,,,,,,,We are food secure (3 meals a day),Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,Yes
13077131539,Female,26 - 35,Separated,Masvingo,Masvingo,village 22,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,No,Moderately improved (good),Decreased (bad),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Remained the same (fair),,,,,Functioning and well equipped clinics,Jobs,,Vocational training opportunities,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Medium,Yes,No,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,,Corruption,Sanctions,,,,,External political pressures,,,,Creating employment,Dealing with corruption,,,,,Improved health service delivery,,,,,,Many of us in well paying jobs (family / friends),,,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,no
13077123174,Female,56 - 65,Married,Manicaland,Mutare,Garikai,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Own- Fully paid for,Full house,US$0-$50,No,,,,,,,,,,Yes,,Consultations on improvement of service delivery,Discussions on performance of local authorities,Discussions on performance of central government,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Regular supply of clean water,Garbage disposal,,,,,,,,Sewer reticulation,,,Corruption,,,,,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,Incompetence,,,,,Stabilising prices,Fixing cash shortages,,,,,,,,,Ensuring food security,,,,,Stable and affordable prices of goods,,We are food secure (3 meals a day),,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,The care for the old age
13077097068,Female,26 - 35,Married,Midlands,Gweru,Ridgemont,Yes,Tertiary education,Yes,,,,,,,NGOs,,,,,,,,,,,Rental,Full house,US$501-$1000,Yes,,Discussions on performance of local authority,Discussions on performance of central government,Consultations on service delivery,,,,,,Yes,,Consultations on improvement of service delivery,,,,,,Yes,,,,Governance,,,Devolution,,,,,,,,,,,No,Yes,Governance Pillar,,,Infrastructural Development,,,,Gender Equality and Women Empowerment,,No,No,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Non-existent (very bad),Decreased (bad),Decreased (bad),,,Affordable Housing / Stands,,Functioning and well equipped clinics,Jobs,,,,,,,Corruption,Meddling by central government,,,Inadequate resources,,Medium,Yes,No,Low,Low,Low,Low,Low,Low,Medium,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,,,,,,,,Resuscitating industry,Improved health service delivery,,,,Improved local government service provision,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
13077113014,Female,18 - 25,Never Married,Harare,Harare,Westview ,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Cottage,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,Yes,Non-existent (very bad),Non-existent (very bad),Remained the same (fair),Non-existent (very bad),Non-existent (very bad),Remained the same (fair),Non-existent (very bad),Remained the same (fair),,Garbage disposal,,,Functioning and well equipped clinics,Jobs,,,,,,Incompetence by office holders,Corruption,,Lack of appropriate oversight by Councillors,,,,Low,Yes,No,Low,Low,Low,Medium,High,Medium,Medium,No,Limited financial resources,Corruption,,,,,Lack of integrity,,,,,,,,,,,Improved health service delivery,Improved education provision,Ensuring food security,,,,,,Many of us have our own homes,,Corrupt elements are put in prison,,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,No
